patent,country,url,date_submitted,date_issued,title,wikidata,inventor,assignee,cpc,collections
US1394797,US,https://patents.google.com/patent/US1394797A/en,1920-12-30,1921-10-25,Method of and Apparatus for Producing Pictures by Projection,http://www.wikidata.org/entity/Q73423548,Herman Armour Smith,Edgar J. Marston,G03B21/60; G03B21/001,WallSomePatents; WestheimerF10
US1395066,US,https://patents.google.com/patent/US1395066A/en,1917-01-13,1921-10-25,Controlling Mechanism,http://www.wikidata.org/entity/Q73423552,Charles R. Underhill,,,WestheimerF10
US1396035,US,https://patents.google.com/patent/US1396035A/en,1921-09-12,1921-11-08,Method of and Apparatus for Designating Photographic Exposures,http://www.wikidata.org/entity/Q73423555,Henry J. Gaisman,Eastman Kodak Comp,G03B17/24; G03B2217/243,WestheimerF10
US1397346,US,https://patents.google.com/patent/US1397346A/en,1920-06-26,1921-11-15,Cinematographic Arrangement,http://www.wikidata.org/entity/Q73423560,Eugen Wolff,,G03B21/003,WestheimerF10
US1397602,US,https://patents.google.com/patent/US1397602A/en,1920-11-11,1921-11-22,Production of Insets on Moving Pictures,http://www.wikidata.org/entity/Q73423572,William O. Owen,,G03D15/00,HinelineProcess; WestheimerF10
US1399396,US,https://patents.google.com/patent/US1399396A/en,1920-05-22,1921-12-06,Photographic Film Printing Apparatus,http://www.wikidata.org/entity/Q73423576,Erik W. Nelson,,G03B27/475,WestheimerF10
US1402371,US,https://patents.google.com/patent/US1402371A/en,1920-09-28,1922-01-03,Color-motion-picture Photography,http://www.wikidata.org/entity/Q73423582,Frederick Thomas O'Grady,Henry L. Muller,G03B33/16,WestheimerF10
US1402541,US,https://patents.google.com/patent/US1402541A/en,1920-08-25,1922-01-03,Process and Apparatus for Producing Cinematographic Films,http://www.wikidata.org/entity/Q73429872,Lyddell Sawyer,,G03B15/08,WestheimerF10
US1402879,US,https://patents.google.com/patent/US1402879A/en,1916-10-27,1922-01-10,Moving-picture Film and Method of Producing the Same,http://www.wikidata.org/entity/Q73423589,Aldah R. Meacham,,G03B35/00,WestheimerF10
GB175020,GB,http://worldwide.espacenet.com/publicationDetails/biblio?FT=D&date=19220203&DB=worldwide.espacenet.com&locale=en_EP&CC=GB&NR=175020A&KC=A&ND=4,1920-11-03,1922-02-03,Means for Taking Photographs with Special Scenic Background Effects,http://www.wikidata.org/entity/Q73423595,G. H. Sutcliffe,,,
US1411359,US,https://patents.google.com/patent/US1411359A/en,1916-04-29,1922-04-04,Motion-picture Device,http://www.wikidata.org/entity/Q73429887,Charles Francis Jenkins,,G03B17/24,WestheimerF10
US1411689,US,https://patents.google.com/patent/US1411689A/en,1918-12-30,1922-04-04,Photographic Apparatus,http://www.wikidata.org/entity/Q73585445,Charles W. Frederick; Donald H. Stewart,Eastman Kodak Comp,G03B17/245; G03B2217/241; G03B2217/243,WestheimerF10
US1416154,US,https://patents.google.com/patent/US1416154A/en,1919-11-28,1922-05-16,Method and Apparatus for Producing Moving-picture Cartoons,http://www.wikidata.org/entity/Q73423618,William F. Ahbe,,G03B15/08,WestheimerF10
US1416645,US,https://patents.google.com/patent/US1416645A/en,1916-03-13,1922-05-16,Duplex Camera,http://www.wikidata.org/entity/Q73423624,Charles F. Jones,Colorco,G03B33/00,WestheimerF10
US1418033,US,https://patents.google.com/patent/US1418033A/en,1921-12-10,1922-05-30,Means for Taking Photographs with Special Scenic or Background Effects,http://www.wikidata.org/entity/Q73423632,Godfrey Heathcote Sutcliffe,,G03B15/12,WestheimerF10
US1422909,US,https://patents.google.com/patent/US1422909A/en,1920-03-15,1922-07-18,Method of Taking An Orchestra Conductor for Cinematographic Exhibition,http://www.wikidata.org/entity/Q73423633,Eugen Wolff,,G03B31/02,WestheimerF10
US1424886,US,https://patents.google.com/patent/US1424886A/en,1921-10-31,1922-08-08,Method and Apparatus For Producing Multiple-image Effects in Photography,http://www.wikidata.org/entity/Q73423644,Leon F. Douglass,,G02B27/1066; G02B27/143,WestheimerF10
US1426567,US,https://patents.google.com/patent/US1426567A/en,1919-11-06,1922-08-22,Advertising Film and Method of Producing the Same,http://www.wikidata.org/entity/Q73429906,T. Hayes Hunter,,G03B15/08,WestheimerF10
US1428995,US,https://patents.google.com/patent/US1428995A/en,1921-03-08,1922-09-12,Method of and Apparatus for Taking and Reproducing Cinematographic Pictures with Musical Accompaniment,http://www.wikidata.org/entity/Q73423654,Otto Springefeld; Ludwing Czerny,,G03B31/02,WestheimerF10
US1431309,US,https://patents.google.com/patent/US1431309A/en,1919-02-10,1922-10-10,Motion Picture Film,http://www.wikidata.org/entity/Q73423658,William Van Doren Kelley; Carroll H. Dunning,,G03B33/00,
DE286283,DE,http://depatisnet.dpma.de/DepatisNet/depatisnet?action=bibdat&docid=DE000000362951A,1913-06-01,1922-11-04,Verfahren zur Herstellung photographischer Silhouetten,http://www.wikidata.org/entity/Q73585446,Hans Goetz,,,
DE362951,DE,http://depatisnet.dpma.de/DepatisNet/depatisnet?action=bibdat&docid=DE000000362951A,1918-05-05,1922-11-04,Verfahren zur Herstellung photographischer Silhouetten,http://www.wikidata.org/entity/Q73423661,Hans Goetz,,,
US1435760,US,https://patents.google.com/patent/US1435760A/en,1919-07-08,1922-11-14,Photographic-printing Process,http://www.wikidata.org/entity/Q73429923,John Edward Thornton,John Owden O. Brien,B41M3/00; G03C7/22; Y10S430/135,WestheimerF10
US1438906,US,https://patents.google.com/patent/US1438906A/en,1922-07-07,1922-12-12,Method and Apparatus for Producing Multiple and Varied Image Effects,http://www.wikidata.org/entity/Q73423668,Leon F. Douglass,,G02B27/1066; G02B27/143,WestheimerF10
US1440004,US,https://patents.google.com/patent/US1440004A/en,1915-11-30,1922-12-26,Production of Moving Pictures,http://www.wikidata.org/entity/Q73423678,Charles W. R. Campbell; Frank G. A. Roberts,,G03B41/08,WestheimerF10
US1444388,US,https://patents.google.com/patent/US1444388A/en,1920-01-22,1923-02-06,Film for the Reproduction of Pictures,http://www.wikidata.org/entity/Q73423687,Frederick C. Rockwell,,G03D15/00,WestheimerF10
US1446123,US,https://patents.google.com/patent/US1446123A/en,1919-06-25,1923-02-20,Process and Article for Producing Moving Pictures,http://www.wikidata.org/entity/Q73423693,Frances S. Lederer,Frederick F. Church,G03B15/08,WestheimerF10
US1451046,US,https://patents.google.com/patent/US1451046A/en,1921-08-22,1923-04-10,Scenic Effect,http://www.wikidata.org/entity/Q73423700,William Maxwell,,G03B33/00,WestheimerF11
US1451774,US,https://patents.google.com/patent/US1451774A/en,1921-06-22,1923-04-17,Two-color Photography,http://www.wikidata.org/entity/Q73423705,John Knight Holbrook; Marshall de Francisco,D. S. Plumb,G02B27/1013; G02B27/143; G02B27/144; G02B27/147,WestheimerF11
US1456233,US,https://patents.google.com/patent/US1456233A/en,1919-06-06,1923-05-22,Illusion Appliance,http://www.wikidata.org/entity/Q73423717,Louis E. Hammond; Herman Armour Smith,Edgar J. Marston,A63J13/00; E04H3/22; G03B21/56,WestheimerF11
US1456954,US,https://patents.google.com/patent/US1456954A/en,1921-06-16,1923-05-29,Method of Photographically Reproducing Pictures Represented on Curved Surfaces,http://www.wikidata.org/entity/Q73429953,Gottfried von Lücken,,G03C5/04,WestheimerF11
US1458401,US,https://patents.google.com/patent/US1458401A/en,1920-11-10,1923-06-12,Method of Producing Motion Pictures,http://www.wikidata.org/entity/Q73423721,John W. Flender,Henry Braun,G03B33/00,WestheimerF11
US1463802,US,https://patents.google.com/patent/US1463802A/en,1919-09-08,1923-08-07,Method of Preparing Films for Kinetoscopes,http://www.wikidata.org/entity/Q73429963,J. Searle Dawley,,G03B15/08,WallSomePatents; WestheimerF11
US1464054,US,https://patents.google.com/patent/US1464054A/en,1922-07-20,1923-08-07,Method of Printing Motion Pictures,http://www.wikidata.org/entity/Q73429966,Frank D. Williams,,G03D15/00,HinelineProcess; WestheimerF11
US1468965,US,https://patents.google.com/patent/US1468965A/en,1921-03-25,1923-09-25,Process of Producing Images By Transmitted Light,http://www.wikidata.org/entity/Q73423728,Burton P. Hall,,G03C5/08,WestheimerF14
US1476885,US,https://patents.google.com/patent/US1476885A/en,1921-11-17,1923-12-11,Method and Means for Taking Moving Pictures,http://www.wikidata.org/entity/Q73429971,D. W. Griffith,,G03B15/08,HinelineProcess; WallSomePatents; WestheimerF11
US1477999,US,https://patents.google.com/patent/US1477999A/en,1922-02-20,1923-12-18,Method and Apparatus for Producing Novel and Multiple-image Effects in Photography,http://www.wikidata.org/entity/Q73423731,Leon F. Douglass,,G02B27/0933; G02B27/0977; G02B5/005,WestheimerF11
US1478599,US,https://patents.google.com/patent/US1478599A/en,1914-09-21,1923-12-25,Photographic Reproduction and Method of and Apparatus for Making the Same,http://www.wikidata.org/entity/Q73429976,John G. Capstaff,Eastman Kodak Comp,G03B27/475,WestheimerF11
US1479212,US,https://patents.google.com/patent/US1479212A/en,1921-10-25,1924-01-01,Apparatus for Composite Photography,http://www.wikidata.org/entity/Q73429980,"Adelbert Ames, Jr.",,G02B27/1066; G02B27/144,WestheimerF11; WestheimerF14
US1482068,US,https://patents.google.com/patent/US1482068A/en,1922-08-14,1924-01-29,Method and Apparatus for Producing Multiple and Miniature Image Effects in Photography,http://www.wikidata.org/entity/Q73423732,Leon F. Douglass,,G02B27/144,WestheimerF11
US1482069,US,https://patents.google.com/patent/US1482069A/en,1922-08-14,1924-01-29,Method and Apparatus for Producing Multiple and Miniature Image Effects in Photography,http://www.wikidata.org/entity/Q73585448,Leon F. Douglass,,G02B27/1066; G02B27/123,WestheimerF11
US1482070,US,https://patents.google.com/patent/US1482070A/en,1922-08-23,1924-01-29,Method and Apparatus for Producing A Plurality of Images of Separate Objects on A Photographic Film,http://www.wikidata.org/entity/Q73423741,Leon F. Douglass,,G02B27/1066; G02B27/143,WestheimerF11
US1482831,US,https://patents.google.com/patent/US1482831A/en,1921-06-13,1924-02-05,Method of Producing Stage Effects,http://www.wikidata.org/entity/Q73585451,Walter L. Ackerman,Yale Corp,G03B15/08,WestheimerF11
US1485493,US,https://patents.google.com/patent/US1485493A/en,1920-07-03,1924-03-04,Process of Producing Given Three-dimensional Figures and Means for Carrying out the Said Process,http://www.wikidata.org/entity/Q73423751,Howard M. Edmunds,,G03F7/0037,WestheimerF11
US1487862,US,https://patents.google.com/patent/US1487862A/en,1922-04-27,1924-03-25,Process and Apparatus for the Production of Motion-picture Films,http://www.wikidata.org/entity/Q73423756,Archie La Freniere,,G03B15/08; Y10S430/152,WestheimerF11
US1490302,US,https://patents.google.com/patent/US1490302A/en,1921-01-10,1924-04-15,Motion-picture Photography,http://www.wikidata.org/entity/Q73429994,Charles J. Wilson,Wondergraf Production Corp,G03B15/08,WestheimerF11
US1490733,US,https://patents.google.com/patent/US1490733A/en,1919-09-05,1924-04-15,Motor Control,http://www.wikidata.org/entity/Q73423761,Fred E. Crosby,Gen Electric,H02P5/485,WestheimerF11
US1494724,US,https://patents.google.com/patent/US1494724A/en,1922-04-03,1924-05-20,Photographic Camera,http://www.wikidata.org/entity/Q73585453,Emile J. Verschraeghen,,G03B17/245; G03B2217/243,WestheimerF11
US1496325,US,https://patents.google.com/patent/US1496325A/en,1920-04-26,1924-06-03,Method of Producing Safety Motion-picture Positive-film Strips,http://www.wikidata.org/entity/Q73423775,Charles A. Roth,Powers Photo Engraving Comp,G03D15/00,WestheimerF11
US1497356,US,https://patents.google.com/patent/US1497356A/en,1916-02-09,1924-06-10,Method and System for Producing A Plurality of Images of the Same Object from the Same Point of View At the Same Time,http://www.wikidata.org/entity/Q73423777,Daniel F. Comstock,Technicolor Motion Picture Corp,G02B27/144; G02B27/1006; G02B27/143; G02B27/145,WestheimerF11
US1497357,US,https://patents.google.com/patent/US1497357A/en,1922-03-16,1924-06-10,Method and System for Producing A Plurality of Images,http://www.wikidata.org/entity/Q73423782,Daniel F. Comstock,Technicolor Motion Picture Corp,G02B27/1013; G02B27/144,WestheimerF11
US1497851,US,https://patents.google.com/patent/US1497851A/en,1922-08-28,1924-06-17,Method and Means for Making Lantern Slides,http://www.wikidata.org/entity/Q73423787,Franz J. Hering,,G03B21/00,WestheimerF11
US1503731,US,https://patents.google.com/patent/US1503731A/en,1922-05-03,1924-08-05,Process for Producing Multiply Exposed Motion Picture Film,http://www.wikidata.org/entity/Q73423799,Joseph B. Walker,,G03B15/08,HinelineProcess; WestheimerF4; WestheimerF11
US1504328,US,https://patents.google.com/patent/US1504328A/en,1922-04-18,1924-08-12,Method and Apparatus for Producing Multiple and Phantom Image Effects in Photography,http://www.wikidata.org/entity/Q73423804,Leon F. Douglass,,G03B15/12,WestheimerF11
US1508509,US,https://patents.google.com/patent/US1508509A/en,1922-07-15,1924-09-16,Method of Masking Photographic Film While Exposure is Being Made,http://www.wikidata.org/entity/Q73423808,Leon F. Douglass,,G03B27/28,HinelineProcess; WallSomePatents; WestheimerF11
US1510155,US,https://patents.google.com/patent/US1510155A/en,1921-04-11,1924-09-30,Apparatus for Printing Moving-picture Films,http://www.wikidata.org/entity/Q73423812,Nelson Erik William,,G03B27/475,WestheimerF11
US1512010,US,https://patents.google.com/patent/US1512010A/en,1919-05-03,1924-10-14,Transparency Possessing Stereoscopic Relief and Method Of Making It,http://www.wikidata.org/entity/Q73423819,Walter Osborne Runcie,,B44C5/00; B44C5/005,WestheimerF11
DE407593,DE,https://depatisnet.dpma.de/DepatisNet/depatisnet?action=bibdat&docid=DE000000407593A,1923-03-02,1924-12-19,Verfahren zum Erzeugen von Kombinationsbildern,http://www.wikidata.org/entity/Q73430023,Guido Seeber,,,
US1522395,US,https://patents.google.com/patent/US1522395A/en,1917-02-06,1925-01-06,Moving-picture Instrument,http://www.wikidata.org/entity/Q73423825,William M. Thomas,Thomas Oberkirch Company Ltd,G03B1/50; G03B21/32,WestheimerF11
US1524276,US,https://patents.google.com/patent/US1524276A/en,1921-08-16,1925-01-27,Method of Producting Remade Pictures,http://www.wikidata.org/entity/Q73423835,Bruce Frank Puffer,,G03B15/08,WestheimerF11
US1527733,US,https://patents.google.com/patent/US1527733A/en,1924-05-21,1925-02-24,Process for the Production of Sculptures,http://www.wikidata.org/entity/Q73430036,Wilhelm Heise,,G03F7/0037,WestheimerF11
US1527883,US,https://patents.google.com/patent/US1527883A/en,1922-07-08,1925-02-24,Combination Photographic Printer and Enlarger,http://www.wikidata.org/entity/Q73423838,Charles A. Lare; Archie P. Maclellan,,G03B27/32,WestheimerF11
US1528424,US,https://patents.google.com/patent/US1528424A/en,1921-03-25,1925-03-03,Recording and Reproduction of Talking Motion Pictures,http://www.wikidata.org/entity/Q73423851,Newman H. Holland,Phonic Lab Inc,G03B31/00; Y10T74/1956,WestheimerF11
US1531693,US,https://patents.google.com/patent/US1531693A/en,1921-11-12,1925-03-31,Method and Apparatus for Producing Novel and Double-image Effects in Photography,http://www.wikidata.org/entity/Q73423853,Leon F. Douglass,,G02B27/1066; G02B27/126,WestheimerF11
US1532236,US,https://patents.google.com/patent/US1532236A/en,1922-12-26,1925-04-07,Method and Apparatus for Producing Multiple-image Effects in Photography,http://www.wikidata.org/entity/Q73423855,Leon F. Douglass,,G02B27/106; G02B27/126,WestheimerF11
US1533433,US,https://patents.google.com/patent/US1533433A/en,1923-03-15,1925-04-14,Multiple-exposure Attachment for Cameras,http://www.wikidata.org/entity/Q73423864,Christian Linden Svennum,,G03B19/023,WestheimerF14
US1540213,US,https://patents.google.com/patent/US1540213A/en,1923-03-03,1925-06-02,Method of Making Motion Pictures,http://www.wikidata.org/entity/Q73423871,Oscar R. Hammeras,,G03B15/08,HinelineProcess; WallSomePatents; WestheimerF11
US1540323,US,https://patents.google.com/patent/US1540323A/en,1921-04-04,1925-06-02,Motion Picture,http://www.wikidata.org/entity/Q73423876,William Francis Fox,Glengyle Corp,G03B33/08,WestheimerF11
US1541315,US,https://patents.google.com/patent/US1541315A/en,1921-08-20,1925-06-09,Printing Complemental Pictures,http://www.wikidata.org/entity/Q73423879,Joseph A. Ball; Eastman A. Weaver,Technicolor Motion Picture Corp,G03B33/00,WestheimerF11
US1541555,US,https://patents.google.com/patent/US1541555A/en,1921-07-15,1925-06-09,Making Photographs for Mapping and Other Purposes,http://www.wikidata.org/entity/Q73430065,Sherman M. Fairchild; Herbert E. Ives,Fairchild Aerial Camera Corp,G01C11/00; Y10S430/152; Y10S430/153,WestheimerF11
US1543065,US,https://patents.google.com/patent/US1543065A/en,1922-07-15,1925-06-23,Method of Masking Photographic Film While Exposure is Being Made,http://www.wikidata.org/entity/Q73585455,Leon F. Douglass,,G03B17/12; G03C5/04,HinelineProcess; WallSomePatents; WestheimerF11
US1546129,US,https://patents.google.com/patent/US1546129A/en,1923-05-12,1925-07-14,Film-Coloring Process,http://www.wikidata.org/entity/Q73430070,Max B. Handschiegl,,G03B33/16; Y10S430/135,
US1551393,US,https://patents.google.com/patent/US1551393A/en,1921-09-15,1925-08-25,Position Indicator,http://www.wikidata.org/entity/Q73423895,Edward M. Hewlett; Waldo W. Willard,,G01C3/10; G01C3/06,
US1553980,US,https://patents.google.com/patent/US1553980A/en,1923-05-18,1925-09-15,Camera and Similar Photographic Apparatus,http://www.wikidata.org/entity/Q73423908,Arthur W. Caps,Photostat Corp,G03B27/46,WestheimerF11; WestheimerF14
US1554210,US,https://patents.google.com/patent/US1554210A/en,1921-11-17,1925-09-22,Method and Means for Taking Moving Pictures,http://www.wikidata.org/entity/Q73585457,D. W. Griffith,,G03B15/08,WallSomePatents; WestheimerF11; WestheimerF14
US1558483,US,https://patents.google.com/patent/US1558483A/en,1920-11-12,1925-10-27,Motion Picture,http://www.wikidata.org/entity/Q73585460,William Van Doren Kelley,Prizma Inc,G03B33/08,WestheimerF11
US1559524,US,https://patents.google.com/patent/US1559524A/en,1921-09-15,1925-10-27,Means for Accurately Reproducing Angular Movements,http://www.wikidata.org/entity/Q73423913,Edward M. Hewlett; Waldo W. Willard,,F41G3/14; H04Q9/04,
US1564291,US,https://patents.google.com/patent/US1564291A/en,1922-10-28,1925-12-08,Method of Preparing Motion-picture Titles,http://www.wikidata.org/entity/Q73423919,Leland H. Stanford,,G03B15/08,WestheimerF11
US1564753,US,https://patents.google.com/patent/US1564753A/en,1923-11-14,1925-12-08,Reversal Process,http://www.wikidata.org/entity/Q73430090,John G. Capstaff,Eastman Kodak Comp,,WestheimerF11
US1565488,US,https://patents.google.com/patent/US1565488A/en,1921-05-31,1925-12-15,Moving-picture Camera,http://www.wikidata.org/entity/Q73423926,Milton M. Moore; Friend F. Baker,,G03B33/00,WestheimerF11
US1569789,US,https://patents.google.com/patent/US1569789A/en,1923-09-15,1926-01-12,Making Moving Pictures,http://www.wikidata.org/entity/Q73430105,Eugen Schüfftan,,G03B15/08,HinelineProcess; WallSomePatents; WestheimerF11
US1572315,US,https://patents.google.com/patent/US1572315A/en,1923-02-21,1926-02-09,Mask Set for Multiple Exposure in Moving-Picture Cameras and Process of Making the Same,http://www.wikidata.org/entity/Q73423943,Edward Scholl,D. W. Griffith Inc,G03B15/08,HinelineProcess; WallSomePatents; WestheimerF11
US1574464,US,https://patents.google.com/patent/US1574464A/en,1922-11-06,1926-02-23,Scenery for Pictures and Method of Producing Same,http://www.wikidata.org/entity/Q73423949,Johannes H. Bartholowsky,,G03B15/10,WestheimerF11
US1575408,US,https://patents.google.com/patent/US1575408A/en,1924-10-01,1926-03-02,Method of and Apparatus for Making Negatives from which Printing Plates May Be Produced,http://www.wikidata.org/entity/Q73423959,Laurent Bassani,Bassani Processes Inc,G03F5/04,WestheimerF4
US1575478,US,https://patents.google.com/patent/US1575478A/en,1925-06-03,1926-03-02,Method of Producing Composite Motion Pictures,http://www.wikidata.org/entity/Q73430115,Ferdinand P. Earle,,G03B15/08,WestheimerF11; WestheimerF14
US1576854,US,https://patents.google.com/patent/US1576854A/en,1922-12-12,1926-03-16,Method of Making Motion-Picture Films,http://www.wikidata.org/entity/Q73423966,John F. Seitz,,G03B15/08,HinelineProcess; WallSomePatents; WestheimerF11; WestheimerF14
US1581342,US,https://patents.google.com/patent/US1581342A/en,1923-06-19,1926-04-20,Color-Transfer Machine,http://www.wikidata.org/entity/Q73430119,Max B. Handschiegl,,G03D15/00,
US1584185,US,https://patents.google.com/patent/US1584185A/en,1922-09-05,1926-05-11,Printer,http://www.wikidata.org/entity/Q73423971,George A. Mitchell,,G03B27/475,
US1589731,US,https://patents.google.com/patent/US1589731A/en,1924-03-08,1926-06-22,Method of Motion-Picture Composition,http://www.wikidata.org/entity/Q73430127,Frank D. Williams,,G03B15/08,HinelineProcess; WallSomePatents; WestheimerF11
US1589761,US,https://patents.google.com/patent/US1589761A/en,1924-07-21,1926-06-22,Projector for Moving-picture Machines,http://www.wikidata.org/entity/Q73423976,Chester R. Lord,,G03B21/00,WestheimerF11
US1590199,US,https://patents.google.com/patent/US1590199A/en,1924-02-11,1926-06-29,Apparatus for Reproducing Motion Pictures,http://www.wikidata.org/entity/Q73423981,George P. Mcdonnell,,G03B31/02,WestheimerF11
US1591296,US,https://patents.google.com/patent/US1591296A/en,1924-03-25,1926-07-06,Method and Apparatus for Producing Multiple-image Effects in Photography,http://www.wikidata.org/entity/Q73585462,Leon F. Douglass,,G02B15/14,WestheimerF11
US1591466,US,https://patents.google.com/patent/US1591466A/en,1922-03-09,1926-07-06,Photographic Printer,http://www.wikidata.org/entity/Q73430142,John G. Capstaff,Eastman Kodak Comp,G03B27/72,WestheimerF11
US1591484,US,https://patents.google.com/patent/US1591484A/en,1925-06-22,1926-07-06,Camera,http://www.wikidata.org/entity/Q73585465,Albert Grieves,,G03B19/023,WestheimerF14
US1593053,US,https://patents.google.com/patent/US1593053A/en,1921-07-11,1926-07-20,Apparatus for Photography of Composite Images,http://www.wikidata.org/entity/Q73430145,"Adelbert Ames, Jr.",,G03B33/00,WestheimerF11; WestheimerF14
US1594009,US,https://patents.google.com/patent/US1594009A/en,1923-03-10,1926-07-27,Adjustable Center Projection Photographic Printer,http://www.wikidata.org/entity/Q73423992,Frank E. Garbutt; Ralph G. Fear,Famous Players Lasky Corp,G03B27/475,WestheimerF11
US1595984,US,https://patents.google.com/patent/US1595984A/en,1921-03-14,1926-08-17,Photograph and Art of Making the Same,http://www.wikidata.org/entity/Q73430160,"Adelbert Ames, Jr.",,G03B35/00,WestheimerF11
US1596458,US,https://patents.google.com/patent/US1596458A/en,1924-03-13,1926-08-17,Method of Obtaining Data for Reproducing Three-dimensional Objects,http://www.wikidata.org/entity/Q73424007,Mario Schiesari,,G03F7/0037,WestheimerF11
US1598956,US,https://patents.google.com/patent/US1598956A/en,1922-01-21,1926-09-07,Photographic Multiple Projection Printer,http://www.wikidata.org/entity/Q73430171,John G. Capstaff,Eastman Kodak Comp,G03B27/475,WestheimerF11
US1601886,US,https://patents.google.com/patent/US1601886A/en,1925-11-06,1926-10-05,System of Taking Photographic and Cinematographic Pictures,http://www.wikidata.org/entity/Q73430178,Eugen Schüfftan,,G03B15/12,HinelineProcess; WallSomePatents; WestheimerF12
USRE16446E,US,https://patents.google.com/patent/USRE16446E/en,1926-09-16,1926-10-26,X M Method and Apparatus for Making Composite Motion Pictures,http://www.wikidata.org/entity/Q73430182,Eugen Schüfftan,,G03B15/08,WestheimerF13
US1606482,US,https://patents.google.com/patent/US1606482A/en,1925-02-27,1926-11-09,Method and Apparatus for Producing Composite Motion Pictures,http://www.wikidata.org/entity/Q73430187,Eugen Schüfftan,,G03B15/08,HinelineProcess; WallSomePatents; WestheimerF12
US1606483,US,https://patents.google.com/patent/US1606483A/en,1923-09-15,1926-11-09,Making Motion Pictures,http://www.wikidata.org/entity/Q73430192,Eugen Schüfftan,,G03B15/08,WallSomePatents; WestheimerF12
US1610410,US,https://patents.google.com/patent/US1610410A/en,1925-12-02,1926-12-14,Process of Double Exposure,http://www.wikidata.org/entity/Q73424009,Friend F. Baker,,G03D15/00,HinelineProcess; WallSomePatents; WestheimerF12
US1612118,US,https://patents.google.com/patent/US1612118A/en,1921-09-27,1926-12-28,Control System for Ordnance,http://www.wikidata.org/entity/Q73424011,Edward M. Hewlett; Waldo W. Willard,,F41G5/06,
US1612117,US,https://patents.google.com/patent/US1612117A/en,1921-09-15,1926-12-28,System for the Transmission of Angular Movements,http://www.wikidata.org/entity/Q73424015,Edward M. Hewlett; Waldo W. Willard,,G08C19/48,
US1613163,US,https://patents.google.com/patent/US1613163A/en,1926-04-17,1927-01-04,Method of Producing Composite Photographs,http://www.wikidata.org/entity/Q73424021,Carroll D. Dunning,,G03B15/08,DunningPomeroyParamountDeal; HinelineProcess; WallSomePatents; WestheimerF12
US1613201,US,https://patents.google.com/patent/US1613201A/en,1925-07-06,1927-01-04,Apparatus for Composite Cinematography,http://www.wikidata.org/entity/Q73430196,Eugen Schüfftan,,G03B15/08,HinelineProcess; WallSomePatents; WestheimerF12
US1615283,US,https://patents.google.com/patent/US1615283A/en,1924-02-05,1927-01-25,Photography,http://www.wikidata.org/entity/Q73585466,William Van Doren Kelley; Dominick Tronolone,Kelley Color Lab Inc,G03B15/08,WestheimerF12
US1616237,US,https://patents.google.com/patent/US1616237A/en,1922-05-25,1927-02-01,Method of Making Motion Pictures,http://www.wikidata.org/entity/Q73585469,John F. Seitz,,G03B15/08,HinelineProcess; WallSomePatents; WestheimerF12
US1618575,US,https://patents.google.com/patent/US1618575A/en,1924-02-20,1927-02-22,Photograph Card and Method for Producing the Same,http://www.wikidata.org/entity/Q73424037,Corbet Cooper,,G03C11/00; G03C1/765,WestheimerF12; WestheimerF14
US1618757,US,https://patents.google.com/patent/US1618757A/en,1925-08-26,1927-02-22,Speed Regulator,http://www.wikidata.org/entity/Q73430213,Charles A. Hoxie,Gen Electric,G04C15/0081; Y10S388/933; Y10S70/51,WestheimerF12
US1627295,US,https://patents.google.com/patent/US1627295A/en,1925-07-06,1927-05-03,Method and Apparatus for Making Composite Motion Pictures,http://www.wikidata.org/entity/Q73430217,Eugen Schüfftan,,G03B15/08,HinelineProcess; WallSomePatents; WestheimerF12
US1627976,US,https://patents.google.com/patent/US1627976A/en,1924-08-25,1927-05-10,Method of Producing Composite Moving-Picture Films,http://www.wikidata.org/entity/Q73424042,Alvin V. Knechtel,Pathe Exchange Inc,G03B15/08,WestheimerF12
US1632770,US,https://patents.google.com/patent/US1632770A/en,1924-10-28,1927-06-14,Device for Taking Photographs,http://www.wikidata.org/entity/Q73424047,Erich von Schubert,Askania-Werke,G03B13/18,WestheimerF12
US1633547,US,https://patents.google.com/patent/US1633547A/en,1926-03-09,1927-06-21,Apparatus for Producing Animated Drawings,http://www.wikidata.org/entity/Q73585471,Earl Hurd,Bray Hurd Process Company Inc,G03B15/08,WestheimerF12
US1636112,US,https://patents.google.com/patent/US1636112A/en,1926-08-09,1927-07-19,System of Taking Photographic and Cinematographic Pictures,http://www.wikidata.org/entity/Q73585473,Eugen Schüfftan,,G03B15/12,HinelineProcess; WestheimerF12
US1636834,US,https://patents.google.com/patent/US1636834A/en,1920-10-23,1927-07-26,Art of Exhibiting Moving Pictures,http://www.wikidata.org/entity/Q73424065,Thomas K. Peters; Thomas C. Bartlam,,G03B21/60,WestheimerF12
US1641566,US,https://patents.google.com/patent/US1641566A/en,1926-09-16,1927-09-06,Method of Making Composite Color Pictures,http://www.wikidata.org/entity/Q73430245,Joseph A. Ball,Technicolor Motion Picture Corp,G03B33/00,HinelineProcess; WestheimerF12
US1641820,US,https://patents.google.com/patent/US1641820A/en,1927-02-16,1927-09-06,Method of Making Decorated Chinaware,http://www.wikidata.org/entity/Q73424073,William N. Lewis,Sebring Mfg Corp,C03C17/10,WestheimerF12
US1642772,US,https://patents.google.com/patent/US1642772A/en,1923-03-10,1927-09-20,Process of and Apparatus for Eliminating Granular Effects in Photographic Enlargements,http://www.wikidata.org/entity/Q73424075,Ralph G. Fear; Frank E. Garbutt,,G03B27/475,
